,view_rate,date,start time,finish time
나 혼자 산다,10.1,20190809,밤11:10, 12:50
의사요한,9.7,20190809,밤10:00, 11:10
궁금한 이야기 Y,8.2,20190809,저녁8:55, 9:55
인간극장,8.1,20190809,아침7:50, 8:25
아침마당,7.2,20190809,8시25분, 오전 9시 30분
KBS 뉴스광장,6.7,20190809,매주월요일, 토요일 아침 6시 
KBS 뉴스 7,6.3,20190809,저녁7시, 7시 40분
세상에서 제일 예쁜 내 딸,23.5,20190810,,에러
호텔 델루나,10.266,20190810,9시10분, 10시 40분
의사요한,9.850000000000001,20190810,밤10:00, 11:10
KBS 뉴스 9,9.7,20190810,밤9시, 10시매주 주말 밤 9시 
정글의 법칙,7.9,20190810,밤9:00, 10:00
황금정원,7.6000000000000005,20190810,밤9:05, 11:05
불후의 명곡,6.9,20190810,매주 일요일 오후 5시 30분,에러
시니어토크쇼 황금연못,6.7,20190810,,에러
전지적 참견 시점,6.55,20190810,밤11:10, 12:50
백종원의 골목식당,6.5,20190810,밤10:35,
세상에서 제일 예쁜 내 딸,27.75,20190811,,에러
미운 우리 새끼,16.666666666666668,20190811,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.899999999999999,20190811,오후9:15, 11:10
전국노래자랑,10.7,20190811,일요일낮, 1:20
KBS 뉴스 9,9.8,20190811,밤9시, 10시매주 주말 밤 9시 
TV 동물농장,9.65,20190811,일요일오전, 10:50
KBS 뉴스 12,8.4,20190811,낮12시, 오후 1시
미스터리 음악쇼 복면가왕,7.8,20190811,저녁6:15, 7:55
구해줘! 홈즈,7.4,20190811,밤10:35, 12:15
런닝맨 (텔레비전 프로그램),7.1,20190811,오후5:00, 6:25
여름아 부탁해,19.4,20190812,저녁8:30, 9:00
KBS 뉴스 9,13.3,20190812,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.6,20190812,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,10.2,20190812,아침7:50, 8:25
가요무대,8.5,20190812,밤10:00, 10:50
JTBC 뉴스룸,7.698,20190812,,에러
아침마당,7.6,20190812,8시25분, 오전 9시 30분
우리말 겨루기,7.5,20190812,저녁7:40, 8:25
KBS 뉴스 7,7.4,20190812,저녁7시, 7시 40분
동상이몽 2,7.1,20190812,밤10:40, 12:00
여름아 부탁해,18.5,20190813,저녁8:30, 9:00
KBS 뉴스 9,11.5,20190813,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.2,20190813,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,8.7,20190813,아침7:50, 8:25
KBS 뉴스 7,7.2,20190813,저녁7시, 7시 40분
시사기획 창,6.9,20190813,밤8:05, 9:00
불타는 청춘 (텔레비전 프로그램),6.9,20190813,밤10:40, 12:00
아내의 맛,6.527,20190813,밤10시, 12시
이웃집 찰스,6.3,20190813,,에러
JTBC 뉴스룸,6.102,20190813,,에러
여름아 부탁해,17.7,20190814,저녁8:30, 9:00
태양의 계절 (드라마),11.3,20190814,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.7,20190814,밤9시, 10시매주 주말 밤 9시 
인간극장,9.7,20190814,아침7:50, 8:25
아침마당,8.4,20190814,8시25분, 오전 9시 30분
생로병사의 비밀,7.2,20190814,밤10:00, 10:50
살림하는 남자들,7.0,20190814,밤9:15, 10:30
JTBC 뉴스룸,6.852,20190814,,에러
백종원의 골목식당,6.85,20190814,밤10:35,
신입사관 구해령,6.8,20190814,저녁8:55, 밤 10:05
여름아 부탁해,19.5,20190815,저녁8:30, 9:00
KBS 뉴스 9,11.7,20190815,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.8,20190815,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
순간포착 세상에 이런일이,9.35,20190815,밤8:55, 9:40
KBS 뉴스 7,9.0,20190815,저녁7시, 7시 40분
인간극장,8.7,20190815,아침7:50, 8:25
한국인의 밥상,7.7,20190815,,에러
광복절,6.9,20190815,,에러
JTBC 뉴스룸,6.825,20190815,,에러
송가인이 간다,6.822,20190815,에러,에러
여름아 부탁해,18.8,20190816,저녁8:30, 9:00
KBS 뉴스 9,12.0,20190816,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.1,20190816,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
나 혼자 산다,10.2,20190816,밤11:10, 12:50
궁금한 이야기 Y,9.75,20190816,저녁8:55, 9:55
인간극장,9.2,20190816,아침7:50, 8:25
의사요한,8.7,20190816,밤10:00, 11:10
아침마당,7.8,20190816,8시25분, 오전 9시 30분
TV는 사랑을 싣고,7.5,20190816,오전10:40, 11:50
KBS 뉴스 7,6.2,20190816,저녁7시, 7시 40분
세상에서 제일 예쁜 내 딸,23.85,20190817,,에러
호텔 델루나,9.746,20190817,9시10분, 10시 40분
의사요한,8.5,20190817,밤10:00, 11:10
KBS 뉴스 9,8.4,20190817,밤9시, 10시매주 주말 밤 9시 
정글의 법칙,8.350000000000001,20190817,밤9:00, 10:00
황금정원,7.333333333333333,20190817,밤9:05, 11:05
불후의 명곡,7.3,20190817,매주 일요일 오후 5시 30분,에러
김영철의 동네 한 바퀴,7.3,20190817,저녁7:10, 8:00
걸어서 세계속으로,7.1,20190817,아침9:40, 10:30
그것이 알고싶다,6.9,20190817,밤11:00, 12:30
세상에서 제일 예쁜 내 딸,21.466666666666665,20190818,,에러
미운 우리 새끼,14.766666666666666,20190818,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.75,20190818,오후9:15, 11:10
전국노래자랑,10.4,20190818,일요일낮, 1:20
KBS 뉴스 9,8.3,20190818,밤9시, 10시매주 주말 밤 9시 
TV 동물농장,8.15,20190818,일요일오전, 10:50
KBS 뉴스 12,8.1,20190818,낮12시, 오후 1시
미스터리 음악쇼 복면가왕,7.8,20190818,저녁6:15, 7:55
사장님 귀는 당나귀 귀,7.6,20190818,오후5:00, 6:30
구해줘! 홈즈,7.050000000000001,20190818,밤10:35, 12:15
여름아 부탁해,19.6,20190819,저녁8:30, 9:00
KBS 뉴스 9,12.0,20190819,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.0,20190819,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,9.0,20190819,아침7:50, 8:25
가요무대,8.7,20190819,밤10:00, 10:50
우리말 겨루기,7.3,20190819,저녁7:40, 8:25
SBS 8 뉴스,6.9,20190819,매주월요일, 목요일 밤 7:50 
생활의 달인,6.199999999999999,20190819,밤8:55, 9:40
JTBC 뉴스룸,6.114,20190819,,에러
"60일, 지정생존자",6.067,20190819,"매주 월, 화 밤 9시 30분",에러
여름아 부탁해,19.4,20190820,저녁8:30, 9:00
태양의 계절 (드라마),11.4,20190820,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.3,20190820,밤9시, 10시매주 주말 밤 9시 
인간극장,8.4,20190820,아침7:50, 8:25
아내의 맛,7.473,20190820,밤10시, 12시
아침마당,7.2,20190820,8시25분, 오전 9시 30분
"60일, 지정생존자",7.181,20190820,"매주 월, 화 밤 9시 30분",에러
불타는 청춘 (텔레비전 프로그램),6.699999999999999,20190820,밤10:40, 12:00
SBS 8 뉴스,6.5,20190820,매주월요일, 목요일 밤 7:50 
JTBC 뉴스룸,6.45,20190820,,에러
여름아 부탁해,19.4,20190821,저녁8:30, 9:00
태양의 계절 (드라마),12.1,20190821,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.5,20190821,밤9시, 10시매주 주말 밤 9시 
아침마당,8.6,20190821,8시25분, 오전 9시 30분
살림하는 남자들,8.0,20190821,밤9:15, 10:30
인간극장,7.7,20190821,아침7:50, 8:25
다큐멘터리 3일,7.0,20190821,,에러
백종원의 골목식당,6.7,20190821,밤10:35,
JTBC 뉴스룸,6.602,20190821,,에러
6시 내고향,6.6,20190821,저녁6시, 7시
여름아 부탁해,20.0,20190822,저녁8:30, 9:00
KBS 뉴스 9,12.9,20190822,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),10.3,20190822,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,8.4,20190822,아침7:50, 8:25
한국인의 밥상,7.7,20190822,,에러
180628 KBS스페셜 예고,7.7,20190822,에러,에러
순간포착 세상에 이런일이,7.699999999999999,20190822,밤8:55, 9:40
KBS 뉴스 7,7.2,20190822,저녁7시, 7시 40분
JTBC 뉴스룸,6.671,20190822,,에러
6시 내고향,6.6,20190822,저녁6시, 7시
여름아 부탁해,19.6,20190823,저녁8:30, 9:00
KBS 뉴스 9,12.0,20190823,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.3,20190823,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
나 혼자 산다,9.5,20190823,밤11:10, 12:50
의사요한,9.15,20190823,밤10:00, 11:10
궁금한 이야기 Y,8.3,20190823,저녁8:55, 9:55
인간극장,7.4,20190823,아침7:50, 8:25
TV는 사랑을 싣고,7.4,20190823,오전10:40, 11:50
삼시세끼,7.2,20190823,,에러
아침마당,7.1,20190823,8시25분, 오전 9시 30분
세상에서 제일 예쁜 내 딸,25.8,20190824,,에러
호텔 델루나,9.892,20190824,9시10분, 10시 40분
시니어토크쇼 황금연못,7.5,20190824,,에러
의사요한,7.3500000000000005,20190824,밤10:00, 11:10
노래가 좋아,7.3,20190824,저녁8:30, 9:25
전지적 참견 시점,7.1,20190824,밤11:10, 12:50
황금정원,6.95,20190824,밤9:05, 11:05
걸어서 세계속으로,6.9,20190824,아침9:40, 10:30
불후의 명곡,6.9,20190824,매주 일요일 오후 5시 30분,에러
KBS 뉴스 9,6.9,20190824,밤9시, 10시매주 주말 밤 9시 
세상에서 제일 예쁜 내 딸,21.133333333333333,20190825,,에러
미운 우리 새끼,16.766666666666666,20190825,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.55,20190825,오후9:15, 11:10
KBS 뉴스 9,9.6,20190825,밤9시, 10시매주 주말 밤 9시 
전국노래자랑,9.3,20190825,일요일낮, 1:20
TV 동물농장,9.3,20190825,일요일오전, 10:50
미스터리 음악쇼 복면가왕,7.4,20190825,저녁6:15, 7:55
구해줘! 홈즈,7.3,20190825,밤10:35, 12:15
사장님 귀는 당나귀 귀,6.9,20190825,오후5:00, 6:30
런닝맨의 에피소드 목록,6.9,20190825,에러,에러
여름아 부탁해,21.4,20190826,저녁8:30, 9:00
KBS 뉴스 9,12.4,20190826,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.8,20190826,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
가요무대,9.7,20190826,밤10:00, 10:50
인간극장,8.6,20190826,아침7:50, 8:25
우리말 겨루기,8.4,20190826,저녁7:40, 8:25
KBS 뉴스 7,7.4,20190826,저녁7시, 7시 40분
아침마당,6.7,20190826,8시25분, 오전 9시 30분
6시 내고향,6.4,20190826,저녁6시, 7시
JTBC 뉴스룸,6.334,20190826,,에러
여름아 부탁해,20.3,20190827,저녁8:30, 9:00
KBS 뉴스 9,12.4,20190827,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.7,20190827,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,8.3,20190827,아침7:50, 8:25
KBS 뉴스 7,7.7,20190827,저녁7시, 7시 40분
PD수첩,7.6,20190827,,에러
이웃집 찰스,7.0,20190827,,에러
휴먼다큐 사람이 좋다,6.4,20190827,오전8:05, 9:00
아침마당,6.4,20190827,8시25분, 오전 9시 30분
아내의 맛,6.363,20190827,밤10시, 12시
여름아 부탁해,18.0,20190828,저녁8:30, 9:00
태양의 계절 (드라마),11.0,20190828,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.9,20190828,밤9시, 10시매주 주말 밤 9시 
인간극장,8.8,20190828,아침7:50, 8:25
아침마당,8.0,20190828,8시25분, 오전 9시 30분
살림하는 남자들,7.2,20190828,밤9:15, 10:30
생로병사의 비밀,6.3,20190828,밤10:00, 10:50
신입사관 구해령,6.1,20190828,저녁8:55, 밤 10:05
백종원의 골목식당,5.9,20190828,밤10:35,
저스티스 (드라마),5.85,20190828,밤10:00, 11:10
여름아 부탁해,19.4,20190829,저녁8:30, 9:00
태양의 계절 (드라마),13.1,20190829,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.2,20190829,밤9시, 10시매주 주말 밤 9시 
인간극장,8.2,20190829,아침7:50, 8:25
한국인의 밥상,7.7,20190829,,에러
순간포착 세상에 이런일이,7.1,20190829,밤8:55, 9:40
아침마당,6.9,20190829,8시25분, 오전 9시 30분
송가인이 간다,6.589,20190829,에러,에러
KBS 뉴스 7,6.5,20190829,저녁7시, 7시 40분
저스티스 (드라마),6.15,20190829,밤10:00, 11:10
여름아 부탁해,19.5,20190830,저녁8:30, 9:00
태양의 계절 (드라마),11.7,20190830,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.9,20190830,밤9시, 10시매주 주말 밤 9시 
의사요한,8.55,20190830,밤10:00, 11:10
궁금한 이야기 Y,8.45,20190830,저녁8:55, 9:55
나 혼자 산다,8.45,20190830,밤11:10, 12:50
인간극장,8.3,20190830,아침7:50, 8:25
아침마당,7.8,20190830,8시25분, 오전 9시 30분
TV는 사랑을 싣고,7.1,20190830,오전10:40, 11:50
SBS 8 뉴스,6.1,20190830,매주월요일, 목요일 밤 7:50 
세상에서 제일 예쁜 내 딸,25.7,20190831,,에러
호텔 델루나,11.255,20190831,9시10분, 10시 40분
의사요한,7.95,20190831,밤10:00, 11:10
KBS 뉴스 9,7.6,20190831,밤9시, 10시매주 주말 밤 9시 
황금정원,6.466666666666666,20190831,밤9:05, 11:05
김영철의 동네 한 바퀴,6.4,20190831,저녁7:10, 8:00
정글의 법칙,6.2,20190831,밤9:00, 10:00
불후의 명곡,6.199999999999999,20190831,매주 일요일 오후 5시 30분,에러
걸어서 세계속으로,5.7,20190831,아침9:40, 10:30
노래가 좋아,5.7,20190831,저녁8:30, 9:25
